Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,Type of target,Sector,Target Start Year,Baseline year,Baseline emissions (metric tonnes CO2e),Percentage reduction target,Target date,Estimated business as usual absolute emissions in target year (metric tonnes CO2e),Base year emissions per intensity unit (metric tonnes CO2e per denominator),​Intensity unit (emissions per),Percentage of target achieved so far,Comment,Population,Population Year,City Location,Last update,Water 2014 - Number of drivers
2018,54048,City of Knoxville,Knoxville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,,2005,4507885,20,2020,,,,,"Note: For question 7.3, The City of Knoxville has not estimated anticipated reductions or measure reductions based on each emissions reduction activity.  However, the cumulative effect of past emissions reductions activities reduced residential energy consumption by 2%, commercial energy consumption by 13%, and community greenhouse gas emissions by 7.75% between 2005 and 2012.",186239,2016,"(35.9606, -83.9207)",2019-06-06T13:19:47.747,46
2018,42123,City of Goiânia,Goiânia,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No target,,,,,,,,,,,,1302001,2010,"(-16.6869, -49.2648)",2019-06-06T13:19:47.747,213
2018,60258,Prefeitura de Brusque,Brusque,Brazil,Latin America,CDP Cities,public,No target,,,,,,,,,,,,128818,2017,"(-27.0936, -48.9207)",2019-06-06T13:19:47.747,
2018,60546,Nanjing Municipal People's Government,Nanjing,China,East Asia,"CDP Cities, C40",public,Intensity target,Other: ●	万元GDP二氧化碳排放,2017,2018,,,,,4,,,,8335000,0,"(32.0603, 118.797)",2019-06-06T13:19:47.747,97
2018,36039,Accra Metropolitan Assembly,Accra,Ghana,Africa,"CDP Cities, C40",public,No target,,,,,,,,,,,,1986580,2017,"(5.56543, -0.16819)",2019-06-06T13:19:47.747,
2018,31090,District of Columbia,"Washington, DC",United States of America,North America,"CDP Cities, C40",public,Absolute target,Total city-wide emissions,2016,2006,10535018,100,2050,,,,29,"In December 2017, Mayor Bowser increased this goal to carbon neutrality, up from 80% reduction by 2050",693972,2017,"(38.9072, -77.0369)",2019-06-06T13:19:47.747,
2018,14088,City of Oslo,Oslo,Norway,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2016,1990,1200000,95,2030,,,,6.5,The target acievement is calculated wit 2016-statistics.,673469,2017,"(59.9139, 10.7522)",2019-06-06T13:19:47.747,13
2018,1093,City of Atlanta,Atlanta,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Waste,2015,2009,29000,80,2020,,,,,Reevaluation of recycling curbing and educational programs with public and private sector,450182,2017,"(33.749, -84.388)",2019-06-06T13:19:47.747,
2018,58796,Odder Kommune,Odder,Denmark,Europe,CDP Cities,public,No target,,,,,,,,,,,,22.626,2017,"(55.9757, 10.15)",2019-06-06T13:19:47.747,
2018,31180,Región Metropolitana de Santiago,Santiago,Chile,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,7112808,2017,"(-33.4489, -70.6693)",2019-06-06T13:19:47.747,
2018,54102,City of Albany,Albany,United States of America,North America,CDP Cities,public,Absolute target,,,2009,,10,2030,,,,,,97856,2010,"(42.6526, -73.7562)",2019-06-06T13:19:47.747,57
2018,35858,City of Cape Town,Cape Town,South Africa,Africa,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Business as usual target,Total city-wide emissions,2015,2012,20917934,36.5,2040,41769979,,,,Energy onlyPercentage achieved same as above,4174510,2017,"(-33.9253, 18.4239)",2019-06-06T13:19:47.747,
2018,58868,Regional Municipality of Durham,Durham,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2010,2010,3880,5,2015,,,,100,,673070,2017,"(43.9368, -78.9288)",2019-06-06T13:19:47.747,42
2018,31157,City of Delhi,Delhi,India,South and West Asia,"CDP Cities, C40",public,Absolute target,,,,,,,,,,,,15000000,2011,"(28.704, 77.1025)",2019-06-06T13:19:47.747,107
2018,31150,Bangkok Metropolitan Administration,Bangkok,Thailand,Southeast Asia and Oceania,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Business as usual target,Transportation,,2013,13760000,,,14910000,,,,,5682415,2017,"(13.7712, 100.556)",2019-06-06T13:19:47.747,129
2018,35859,City of Cleveland,Cleveland,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2013,2010,12834200,80,2050,,,,3,"This goal is science-based and designed to be bold, yet achievable. The Climate Action Plan does not include detail on how much each emission reduction activity contributes. This is more of a visionary goal.",396815,2010,"(41.4993, -81.6944)",2019-06-06T13:19:47.747,42
2018,35905,Corporation of Chennai,Chennai,India,South and West Asia,"CDP Cities, C40",public,,,,,,,,,,,,,7600000,2016,"(13.0992, 80.2425)",2019-06-06T13:19:47.747,
2018,55331,Município de Ílhavo,Ílhavo,Portugal,Europe,CDP Cities,public,Absolute target,Other: Iluminação pública,2008,2008,706,2.47,2020,,,,,,38598,2017,"(38.85, -7.58)",2019-06-06T13:19:47.747,80
2018,59168,Commune de Dioudoubou,Dioudoubou,Senegal,Africa,CDP Cities,public,No target,,,,,,,,,,,,7050,2017,"(12.7095, -15.4789)",2019-06-06T13:19:47.747,
2018,43928,Canberra,Canberra,Australia,Southeast Asia and Oceania,CDP Cities,public,Absolute target,Total city-wide emissions,,1990,,40,2020,,,,,Baseline emissions subject to change in event of methodology change,415000,2017,"(-35.3075, 149.124)",2019-06-06T13:19:47.747,228
2018,59678,"City of Evanston, IL",Evanston,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2050,2005,1056169,80,2050,,,,31,,75603,2015,"(42.0669, -87.6898)",2019-06-06T13:19:47.747,42
2018,55334,Município de Braga,Braga,Portugal,Europe,CDP Cities,public,Absolute target,Total city-wide emissions,2008,,,20,2020,,,,,Target according to the Covenant of Mayors,181182,2016,"(41.5337, -8.43821)",2019-06-06T13:19:47.747,
2018,60328,Prefeitura de Pirenópolis,Pirenópolis,Brazil,Latin America,CDP Cities,public,,,,,,,,,,,,,24605,2016,"(-15.8545, -48.9595)",2019-06-06T13:19:47.747,213
2018,36254,Comune di Venezia,Venezia,Italy,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Commercial buildings,2012,2005,512859,17.3,2020,,,,81.7,energy efficiency measures for energy saving in commercial buildings and installations,261905,2016,"(45.4333, 12.3211)",2019-06-06T13:19:47.747,
2018,56276,New Taipei City Government,New Taipei,"Taiwan, Greater China",East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Other: Stationary energy (buildings),,2005,6449472,25,2030,,,,,,3986689,2017,"(25.0111, 121.446)",2019-06-06T13:19:47.747,
2018,68371,Municipio Distrital del Rimac,Rimac,Peru,Latin America,CDP Cities,public,,,,,,,,,,,,,167286,2014,"(-12.0271, -77.0362)",2019-06-06T13:19:47.747,
2018,35877,City of Pittsburgh,Pittsburgh,United States of America,North America,CDP Cities,public,Absolute target,Stationary energy (buildings),,2003,,50,2030,,,,,,305704,2016,"(40.4406, -79.9959)",2019-06-06T13:19:47.747,46
2018,61790,"City of Emeryville, CA",Emeryville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2030,2004,167071,40,2030,,,,18.15,This percentage is a per-capita number; the population has more than doubled since 2004,11994,2017,"(37.8313, -122.285)",2019-06-06T13:19:47.747,
2018,35915,City of Jaipur,Jaipur,India,South and West Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,3046163,2011,"(26.9124, 75.7873)",2019-06-06T13:19:47.747,107
2018,54688,Prefeitura Municipal de São Vicente,São Vicente,Brazil,Latin America,CDP Cities,public,No target,,,,,,,,,,,,333,2017,"(-23.963, -46.3919)",2019-06-06T13:19:47.747,
2018,54075,City of Lakewood,Lakewood,United States of America,North America,CDP Cities,public,Absolute target,Total city-wide emissions,2015,2007,2646240,50,2050,,,,2.3,This baseline and target was calculated using a hybrid demand-center life cycle assessment methodology and does not align with GPC standards,154368,2016,"(39.7047, -105.081)",2019-06-06T13:19:47.747,46
2018,31113,City of Yokohama,Yokohama,Japan,East Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Transportation,2014,2005,4340000,50,2020,,,,59,,3731096,2017,"(35.4437, 139.638)",2019-06-06T13:19:47.747,
2018,59535,"Town of Vail, CO",Vail,United States of America,North America,CDP Cities,public,Absolute target,,,,,,,,,,,,5305,2010,"(39.6403, -106.374)",2019-06-06T13:19:47.747,59
2018,60264,Prefeitura de Botucatu,Botucatu,Brazil,Latin America,CDP Cities,public,No target,,,,,,,,,,,,,0,"(-22.8852, -48.4441)",2019-06-06T13:19:47.747,213
2018,54109,City of Bloomington,Bloomington,United States of America,North America,CDP Cities,public,No target,,,,,,,,,,,,84067,2016,"(39.1653, -86.5264)",2019-06-06T13:19:47.747,46
2018,54668,Prefeitura Municipal de Aparecida de Goiânia,Aparecida de Goiânia,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,542090,2017,"(-16.6869, -49.2648)",2019-06-06T13:19:47.747,213
2018,31113,City of Yokohama,Yokohama,Japan,East Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Waste,2014,2005,430000,,2020,,,,94,,3731096,2017,"(35.4437, 139.638)",2019-06-06T13:19:47.747,
2018,54625,Prefeitura de Londrina,Londrina,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,506701,2010,"(-23.3356, -51.1505)",2019-06-06T13:19:47.747,213
2018,55442,Município de Moita,Moita,Portugal,Europe,CDP Cities,public,Absolute target,,,2008,,20,2020,,,,,,66029,2011,"(41.3028, -8.65731)",2019-06-06T13:19:47.747,63
2018,60356,Prefeitura de Tupã,Tupã,Brazil,Latin America,CDP Cities,public,,,,,,,,,,,,,63476,2010,"(-21.934, -50.5196)",2019-06-06T13:19:47.747,213
2018,35862,City of Detroit,Detroit,United States of America,North America,CDP Cities,public,No target,,,,,,,,,,,,673104,2017,"(42.3314, -83.0457)",2019-06-06T13:19:47.747,42
2018,63616,Abasan Al-Kabira Municipality,Abasan Al-Kabira,State of Palestine,Middle East,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Absolute target,Transportation,,2010,6893,6,2020,,,,,,32000,2017,"(31.3231, 34.344)",2019-06-06T13:19:47.747,
2018,826188,Ayuntamiento de Tuxcueca,Tuxcueca,Mexico,Latin America,CDP Cities,public,No target,,,,,,,,,,,,6000,2017,"(20.8555, -103.24)",2019-06-06T13:19:47.747,120
2018,31109,City of Melbourne,City of Melbourne,Australia,Southeast Asia and Oceania,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2003,2010,4848127,100,2020,,,,3.6,We have a Zero Net Emissions Strategy for the municipality. Emissions have declined slightly while the number of residents has increased36% and daily city users has increased 15.4%,151176,2017,"(-37.8141, 144.963)",2019-06-06T13:19:47.747,
2018,58569,City of Podgorica,Podgorica,Montenegro,Europe,CDP Cities,public,Absolute target,Stationary energy (buildings),2011,2008,267,20,2020,,,,0,"The CO2 emissions of the building sector in 2016 are higher than in 2008. It can be assumed that one of the reasons is the increased number of newly built objects, so that the measures applied didn’t have the proper effects. This situation will be analyzed.",185937,2011,"(42.4304, 19.2594)",2019-06-06T13:19:47.747,65
2018,58627,"City of Alton, IL",Alton,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,26581,2015,"(38.8906, -90.1843)",2019-06-06T13:19:47.747,46
2018,49334,"City of Richmond, VA","Richmond, VA",United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,,2008,3370527,80,2050,,,,15,,222853,2017,"(37.5407, -77.436)",2019-06-06T13:19:47.747,
2018,43937,Wellington City Council,Wellington,New Zealand,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Absolute target,Total city-wide emissions,,2001,1105654,10,2020,,,,,,209102,2017,"(-41.2865, 174.776)",2019-06-06T13:19:47.747,
2018,54457,Hansestadt Rostock,Rostock,Germany,Europe,"CDP Cities, Union of the Baltic Cities",public,Absolute target,,,,0,0,,,,,0,,,0,"(54.0887, 12.1405)",2019-06-06T13:19:47.747,
2018,43969,Ciudad de Asunción,Asunción,Paraguay,Latin America,CDP Cities,public,No target,,,,,,,,,,,,525252,2017,"(-25.2637, -57.5759)",2019-06-06T13:19:47.747,213
2018,59151,City of Akureyri,Akureyri,Iceland,Europe,CDP Cities,public,No target,,,,,,,,,,,,18788,2017,"(65.6885, -18.1262)",2019-06-06T13:19:47.747,
2018,831230,Municipality of La Marsa,La Marsa,Tunisia,Africa,CDP Cities,public,No target,,,,,,,,,,,,,0,"(36.8725, 10.3218)",2019-06-06T13:19:47.747,
2018,35475,City of Calgary,Calgary,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2050,2005,15793731,80,2050,,,,,The 2018 Climate Resilience Strategy and Action Plans set out a direction that can put the community on the path to achieve the 2050 emission reduction target by using economically advantageous measures.  These measures will help citizens to save money while helping to reduce GHG emissions.,1246231,2017,"(51.0486, -114.071)",2019-06-06T13:19:47.747,21
2018,50557,City of Norfolk,Norfolk,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,246256,2017,"(-76.2851, 38.8468)",2019-06-06T13:19:47.747,
2018,59156,City of Grand-Bassam,Grand-Bassam,Côte d'Ivoire,Africa,CDP Cities,public,,,,,,,,,,,,,84000,2014,"(5.2259, -3.7537)",2019-06-06T13:19:47.747,
2018,59642,"City of Dublin, CA","Dublin, CA",United States of America,North America,CDP Cities,public,Absolute target,Total city-wide emissions,2013,2010,328155,15,2020,,,,94,,63241,2017,"(37.7, -121.93)",2019-06-06T13:19:47.747,
2018,54075,City of Lakewood,Lakewood,United States of America,North America,CDP Cities,public,Absolute target,Total city-wide emissions,2015,2007,2646240,20,2025,,,,2.3,This baseline and target was calculated using a hybrid demand-center life cycle assessment methodology and does not align with GPC standards,154368,2016,"(39.7047, -105.081)",2019-06-06T13:19:47.747,46
2018,50794,Prefeitura Municipal de Caieiras,Caieiras,Brazil,Latin America,CDP Cities,public,No target,,,,,,,,,,,,98.223,2017,"(-23.3612, -46.7402)",2019-06-06T13:19:47.747,
2018,35872,Municipality of Recife,Recife,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Business as usual target,Total city-wide emissions,2016,2012,3120425,21.18,2037,7416236,,,,,1633697,2017,"(-8.05783, -34.8829)",2019-06-06T13:19:47.747,
2018,55418,City of Huntington Beach,Huntington Beach,United States of America,North America,CDP Cities,public,Absolute target,Total city-wide emissions,2005,2005,,15,2020,,,,,,202498,2016,"(33.6603, -117.999)",2019-06-06T13:19:47.747,
2018,60603,"City of Prince George, BC",Prince George,Canada,North America,CDP Cities,public,Absolute target,Total city-wide emissions,2002,2002,7503,2,2012,,,,,"City has not set new targets at this time, working on them for the near future.",74003,2016,"(53.9171, -122.75)",2019-06-06T13:19:47.747,26
2018,58461,Stara Zagora,Stara Zagora,Bulgaria,Europe,CDP Cities,public,,,,,,,,,,,,,,0,"(42.4258, 25.6345)",2019-06-06T13:19:47.747,64
2018,36274,Comune di Bologna,Bologna,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2012,2005,2283548.9,21.3,2020,,,,40.95,Target monitored in the 2013,389.261,2017,"(44.4938, 11.3387)",2019-06-06T13:19:47.747,
2018,42178,Distrito Metropolitano de Quito,Quito,Ecuador,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Business as usual target,Commercial buildings,,2015,0,,,0,,,,,2239191,2010,"(-0.2333, -78.5167)",2019-06-06T13:19:47.747,
2018,49342,City of Rochester,Rochester,United States of America,North America,CDP Cities,public,Absolute target,Total city-wide emissions,2017,2010,1800000,40,2030,,,,3,"Source: Rochester Climate Action Plan, page 32",208046,2017,"(43.161, -77.6109)",2019-06-06T13:19:47.747,42
2018,58621,Town of Blacksburg,Blacksburg,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2017,2017,,100,2050,,,,2,In 2017 Blacksburg passed a resolution to have zero emissions by 2050 to simplify the complexity derived from establishing baselines/ years.,44563,2017,"(37.2296, -80.4139)",2019-06-06T13:19:47.747,46
2018,31175,City of Paris,Paris,France,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Absolute target,Transportation,2018,2004,815522,50,2030,,,,30,The percentage of target achieved so far is calculated on 2014 data,2265886,2015,"(48.8566, 2.35222)",2019-06-06T13:19:47.747,44
2018,31187,Seoul Metropolitan Government,Seoul,Republic of Korea,East Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2015,2005,49445000,40,2030,,,,,40% reduction by 2030 (Base year: 2005),10112070,2017,"(37.5665, 126.978)",2019-06-06T13:19:47.747,85
2018,42178,Distrito Metropolitano de Quito,Quito,Ecuador,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Business as usual target,Wastewater,,2015,0,,,0,,,,,2239191,2010,"(-0.2333, -78.5167)",2019-06-06T13:19:47.747,
2018,54641,Prefeitura de Limeira,Limeira,Brazil,Latin America,CDP Cities,public,No target,,,,,,,,,,,,276022,2010,"(-22.5665, -47.3974)",2019-06-06T13:19:47.747,213
2018,50220,Métropole Nice Côte d'Azur,Nice,France,Europe,CDP Cities,public,,,,,,,,,,,,,560000,2016,"(43.7102, 7.26195)",2019-06-06T13:19:47.747,
2018,42178,Distrito Metropolitano de Quito,Quito,Ecuador,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Business as usual target,Waste,,2015,766587,,,1348291,,,,,2239191,2010,"(-0.2333, -78.5167)",2019-06-06T13:19:47.747,
2018,54100,"City of Columbia, MO","Columbia, MO",United States of America,North America,CDP Cities,public,No target,,,,,,,,,,,,119098,2017,"(38.9517, -92.3341)",2019-06-06T13:19:47.747,46
2018,54579,Sekhukhune District Municipality,Sekhukhune District Municipality,South Africa,Africa,CDP Cities,public,No target,,,,,,,,,,,,1076840,2011,"(-24.8335, 29.974)",2019-06-06T13:19:47.747,222
2018,35903,Le Grand Casablanca,Casablanca,Morocco,Africa,CDP Cities,public,,,,,,,,,,,,,,0,"(33.5206, -7.56806)",2019-06-06T13:19:47.747,
2018,60274,Prefeitura de Cruzeiro do Sul,Cruzeiro do Sul,Brazil,Latin America,CDP Cities,public,,,,,,,,,,,,,78507,2010,"(-7.62799, -72.6761)",2019-06-06T13:19:47.747,176
2018,60602,"Town of Ajax, ON","Ajax, ON",Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2015,2005,521620,6,2020,,,,,,119677,2016,"(43.8509, -79.0204)",2019-06-06T13:19:47.747,42
2018,55419,City of Miramar,Miramar,United States of America,North America,CDP Cities,public,No target,,,,,,,,,,,,134037,2016,"(25.9861, -80.3036)",2019-06-06T13:19:47.747,
2018,58424,Gdańsk,Gdańsk,Poland,Europe,"CDP Cities, Union of the Baltic Cities",public,,,,,,,,,,,,,464254,2017,"(54.352, 18.6466)",2019-06-06T13:19:47.747,29
2018,60206,City of Jelgava,Jelgava,Latvia,Europe,"CDP Cities, Union of the Baltic Cities",public,,,,,,,,,,,,,,0,"(56.6511, 23.7214)",2019-06-06T13:19:47.747,
2018,54111,City of Iowa City,Iowa City,United States of America,North America,CDP Cities,public,Absolute target,Total city-wide emissions,2016,2005,1285168,80,2050,,,,34,"In 2016, our mayor signed the Compact of Mayors, setting a city-wide target of reducing greenhouse gas emissions by 80% by 2050.",74398,2016,"(41.6611, -91.5302)",2019-06-06T13:19:47.747,46
2018,830945,Prefeitura Municipal de Juruena,Juruena,Brazil,Latin America,CDP Cities,public,No target,,,,,,,,,,,,,0,"(-10.3178, -58.3589)",2019-06-06T13:19:47.747,176
2018,43911,City of Ottawa,Ottawa,Canada,North America,CDP Cities,public,Absolute target,Total city-wide emissions,2014,2012,6907000,12,2024,,,,11,,979.173,2017,"(45.4215, -75.6972)",2019-06-06T13:19:47.747,42
2018,54102,City of Albany,Albany,United States of America,North America,CDP Cities,public,Absolute target,,,2009,,,2030,,,,,Divert 65% of solid waste from the landfill by 2030,97856,2010,"(42.6526, -73.7562)",2019-06-06T13:19:47.747,57
2018,74401,"City of Encinitas, CA",Encinitas,United States of America,North America,CDP Cities,public,Absolute target,Other: Electricity,2018,2012,113556,41,2020,,,,,,63131,2016,"(33.0454, -117.293)",2019-06-06T13:19:47.747,
2018,31113,City of Yokohama,Yokohama,Japan,East Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Other,2014,2005,,,2020,,,,,Absorption through forests and tree planting,3731096,2017,"(35.4437, 139.638)",2019-06-06T13:19:47.747,
2018,31185,City of Warsaw,Warsaw,Poland,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2011,2007,12952984,20,2020,,,,11.72,,1758143,2017,"(52.2297, 21.0122)",2019-06-06T13:19:47.747,32
2018,57509,Prefeitura Niterói,Niterói,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,499.028,2017,"(-22.8928, -43.1184)",2019-06-06T13:19:47.747,
2018,62855,Egedal Municipality,Egedal,Denmark,Europe,CDP Cities,public,Absolute target,Total city-wide emissions,,2009,268000,7,2020,,,,,"The municipality are increasing in terms of citizens, business, buldings,highways etc.",43063,2017,"(55.795, 12.2387)",2019-06-06T13:19:47.747,
2018,56276,New Taipei City Government,New Taipei,"Taiwan, Greater China",East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Transportation,,2005,4807477,25,2030,,,,,,3986689,2017,"(25.0111, 121.446)",2019-06-06T13:19:47.747,
2018,43920,City of Ljubljana,Ljubljana,Slovenia,Europe,CDP Cities,public,Absolute target,Other: All tipes of Buildings,2012,2008,300473,30,2020,,,,42,Percentage reduction target and Percentage of target achieved so far is for all action thogether.,288307,2017,"(46.0569, 14.5058)",2019-06-06T13:19:47.747,43
2018,54348,The Local Government of Quezon City,Quezon City,Philippines,Southeast Asia and Oceania,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No target,,,,,,,,,,,,3005413,2017,"(15.6835, 120.862)",2019-06-06T13:19:47.747,
2018,55331,Município de Ílhavo,Ílhavo,Portugal,Europe,CDP Cities,public,Absolute target,,,,,,,,,,,,38598,2017,"(38.85, -7.58)",2019-06-06T13:19:47.747,80
2018,56276,New Taipei City Government,New Taipei,"Taiwan, Greater China",East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Other: Industrial buildings,,2005,7024594,25,2030,,,,,,3986689,2017,"(25.0111, 121.446)",2019-06-06T13:19:47.747,
2018,50211,Tbilisi City,Tbilisi,Georgia,Europe,CDP Cities,public,Absolute target,,,,,,,,,,,,1158.7,2017,"(41.7151, 44.8271)",2019-06-06T13:19:47.747,69
2018,51374,Prefeitura de Rio Branco,Rio Branco,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,383.443,2017,"(-20.3338, -40.3776)",2019-06-06T13:19:47.747,
2018,35880,Municipality of Porto Alegre,Porto Alegre,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,1409351,2010,"(30.0, 51.0)",2019-06-06T13:19:47.747,
2018,31181,City of Philadelphia,Philadelphia,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2017,2006,21067224,28,2025,,,,11,,1559938,2016,"(39.9523, -75.1638)",2019-06-06T13:19:47.747,
2018,52894,City of Winston-Salem,Winston-Salem,United States of America,North America,CDP Cities,public,No target,,,,,,,,,,,,242203,2016,"(36.0999, -80.2442)",2019-06-06T13:19:47.747,
2018,31150,Bangkok Metropolitan Administration,Bangkok,Thailand,Southeast Asia and Oceania,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Business as usual target,Stationary energy (buildings),,2013,25600000,,,26850000,,,,,5682415,2017,"(13.7712, 100.556)",2019-06-06T13:19:47.747,129
2018,50378,Municipalidad de San José,San José,Costa Rica,Latin America,CDP Cities,public,No target,,,,,,,,,,,,342188,2017,"(-84.0796, 9.9326)",2019-06-06T13:19:47.747,
2018,60354,Prefeitura de São Sebastião,São Sebastião,Brazil,Latin America,CDP Cities,public,,,,,,,,,,,,,73942,2010,"(-45.41, -23.76)",2019-06-06T13:19:47.747,
2018,54402,City of Lahti,Lahti,Finland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Absolute target,Total city-wide emissions,2018,1990,1023840,70,2030,,,,,"In the City strategy: -70% by 2030 (from 1990 level), calculated per inhabitant. In addition,  in the Environmental Programme (accepted 2018) first milestone is 2021, when ghg emissions should be -40% from year 1990 level.",119573,2017,"(60.9833, 25.65)",2019-06-06T13:19:47.747,
2018,69985,Sillamäe,Sillamäe,Estonia,Europe,CDP Cities,public,No target,,,,,,,,,,,,13360,2017,"(59.3958, 27.7617)",2019-06-06T13:19:47.747,
2018,54110,City of Santa Monica,Santa Monica,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,,1990,1386640,15,2015,,,,,,92478,2016,"(34.0219, -118.481)",2019-06-06T13:19:47.747,
2018,35867,Region Metropolitana de Guadalajara,Guadalajara,Mexico,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No target,,,,,,,,,,,,1460148,2015,"(20.6597, -103.35)",2019-06-06T13:19:47.747,120
2018,31175,City of Paris,Paris,France,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Absolute target,Total city-wide emissions,2018,2004,6259429,50,2030,,,,25,The percentage of target achieved so far is calculated on 2014 data,2265886,2015,"(48.8566, 2.35222)",2019-06-06T13:19:47.747,44
2018,3203,City of Chicago,Chicago,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2005,2005,36869456,26,2025,,,,40,,2714017,2016,"(41.8781, -87.6298)",2019-06-06T13:19:47.747,42
2018,826210,Junta Intermunicipal de Medio Ambiente de la Costa Sur (JICOSUR),JICOSUR,Mexico,Latin America,CDP Cities,public,No target,,,,,,,,,,,,147918,2010,"(19.34, -104.38)",2019-06-06T13:19:47.747,
2018,73530,"Town of Lexington, MA","Lexington, MA",United States of America,North America,CDP Cities,public,Absolute target,Total city-wide emissions,,1990,,80,2050,,,,,The target at the state level is 80% reduction by 2050. We are aiming to exceed the state's goals.,31394,2010,"(42.4443, -71.2269)",2019-06-06T13:19:47.747,
2018,31113,City of Yokohama,Yokohama,Japan,East Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Other,2014,2005,3680000,4,2020,,,,84,Energy Industries,3731096,2017,"(35.4437, 139.638)",2019-06-06T13:19:47.747,
2018,831231,Kasama Municipal Council,Kasama,Zambia,Africa,CDP Cities,public,,,,,,,,,,,,,350000,2010,"(-10.2129, 31.1808)",2019-06-06T13:19:47.747,156
